Name,Link,Longitude,Latitude,Company,Funder,Incubator/accelerator,University/RTO
Scottish Water,https://www.scottishwater.co.uk/,-3.421751,56.049003,0,0,0,1
Scottish and Southern Energy SSE plc,Not given,-4.219894,57.488612,0,0,0,1
SeeByte Ltd,Not given,-3.22353,55.955346,0,0,0,1
Selex-Galileo,Not given,0.493479,51.591442,0,0,0,1
Sellafield Ltd,Not given,-3.500704,54.419204,0,0,0,1
Shadow Robot Company Ltd,Not given,-0.106987,51.538985,0,0,0,1
Sharp Laboratories of Europe Ltd,Not given,-1.220497,51.716176,0,0,0,1
Sheffield Hallam University,http://www.shu.ac.uk/,-1.465255,53.379194,0,0,0,1
Siemens Public Limited Company,Not given,-2.251224,53.426974,0,0,0,1
Silistix Ltd,Not given,-2.238394,53.47203,0,0,0,1
Simpleware Ltd,Not given,-3.529159,50.725781,0,0,0,1
Simulation Solutions,http://simulation-solutions.com/index.html,-2.20465,53.408951,0,0,0,1
Skanska UK Ltd,Not given,-0.507489,51.625291,0,0,0,1
Smith Institute,Not given,-0.611913,51.239884,0,0,0,1
South East Physics Network,Not given,-1.398014,50.93447,0,0,0,1
Southampton City Council,Not given,-1.406979,50.907683,0,0,0,1
Staffordshire University,http://www.staffs.ac.uk/,-2.179815,53.009635,0,0,0,1
Sun Microsystems,http://www.sun.com,-3.580003,55.985515,0,0,0,1
Sustrans,Not given,-2.599784,51.451819,0,0,0,1
Swansea University,http://www.swan.ac.uk/,-3.980783,51.609525,0,0,0,1
TATA Motors Engineering Technical Centre,Not given,-1.560201,52.379507,0,0,0,1
TMD Technologies Ltd,Not given,-0.434966,51.507179,0,0,0,1
Tata Steel UK,Not given,-0.125963,51.49273,0,0,0,1
Tate,http://www.tate.org.uk,-0.127679,51.491121,0,0,0,1
Teer Coatings Ltd,Not given,-2.162054,52.27974,0,0,0,1
Teraview Ltd,Not given,0.153281,52.234599,0,0,0,1
Tesco plc,Not given,-0.02632,51.705278,0,0,0,1
Thackray Museum,Not given,-1.518673,53.808184,0,0,0,1
Thales Group,http://www.thalesgroup.com,-0.478526,51.372949,0,0,0,1
Thales UK Ltd,Not given,-0.173352,51.133723,0,0,0,1
Thames Water Utilities Limited,Not given,-0.969014,51.431602,0,0,0,1
Thames Water Utilities Limited,Not given,-0.968851,51.460493,0,0,0,1
The Alan Turing Institute,Not given,-0.127317,51.529741,0,0,0,1
The Bank of England,Not given,-0.088532,51.514169,0,0,0,1
The Cabinet Office,https://www.thecabinetoffice.co.uk/,-0.12684,51.503668,0,0,0,1
The Coal Authority,Not given,-1.181631,53.126344,0,0,0,1
The Data Lab,http://thedatalab.com,-3.186722,55.946994,0,0,0,1
The Design Council,Not given,-0.106891,51.531289,0,0,0,1
The Foundry Visionmongers Ltd,Not given,-0.136857,51.511997,0,0,0,1
The Home Office,Not given,-0.129826,51.49588,0,0,0,1
The Mathworks Ltd,Not given,0.151792,52.22888,0,0,0,1
The National Archives,Not given,-0.279514,51.481122,0,0,0,1
The National Gallery,http://www.nationalgallery.org.uk,-0.128907,51.508869,0,0,0,1
The National Library of Wales,Not given,-4.068488,52.414476,0,0,0,1
The Robert Gordon University,Not given,-2.10116,57.148372,0,0,0,1
The Weir Group plc,Not given,-4.259858,55.860469,0,0,0,1
Thomas Swan and Co Ltd,Not given,-1.815135,54.853262,0,0,0,1
Toshiba Research Europe Ltd,Not given,0.145729,52.234675,0,0,0,1
Transport Research Laboratory Ltd,Not given,-0.784005,51.383081,0,0,0,1
Transport Scotland,Not given,-4.25492,55.867633,0,0,0,1
Transport Systems Catapult,https://ts.catapult.org.uk/home,-2.081245,51.900976,0,0,0,1
Transport for Greater Manchester,Not given,-2.232923,53.478371,0,0,0,1
Transport for London,http://tfl.gov.uk,-0.135097,51.497826,0,0,0,1
Transport for West Midlands,Not given,-1.899545,52.487201,0,0,0,1
Tribus-D Ltd,Not given,0.143144,52.218329,0,0,0,1
Turbopowersystems,Not given,-1.622123,54.941609,0,0,0,1
Tyne and Wear Archives and Museums,Not given,-1.609415,54.975023,0,0,0,1
UK Aecom,Not given,-0.333726,51.751286,0,0,0,1
UK Government,Not given,-0.112042,51.524565,0,0,0,1
UK Space Agency,https://www.gov.uk/government/organisations/uk-space-agency,-1.785952,51.566838,0,0,0,1
UK Water Industry Research Ltd,Not given,-0.129043,51.500973,0,0,0,1
UK-CPI,Not given,-1.101591,54.576123,0,0,0,1
Ulster University,http://www.ulster.ac.uk,-5.882306,54.686146,0,0,0,1
Unilever UK Central Resources Ltd,Not given,-2.998284,53.346011,0,0,0,1
United Utilities Water Ltd,Not given,-2.669148,53.404538,0,0,0,1
United Utilities Water PLC,Not given,-2.669148,53.404538,0,0,0,1
University Hospital Coventry NHS Trust,Not given,-1.438403,52.421211,0,0,0,1
University Hospitals Bristol NHS Foundation Trust,Not given,-2.596411,51.458439,0,0,0,1
University Hospitals Bristol NHS Foundation Trust,Not given,-2.593019,51.459478,0,0,0,1
University of Bath,http://www.bath.ac.uk/,-2.328083,51.37973,0,0,0,1
University of Bedfordshire,http://www.beds.ac.uk,-0.41082,51.877949,0,0,0,1
University of Bolton,http://www.bolton.ac.uk/,-2.436238,53.573511,0,0,0,1
University of Bradford,http://www.brad.ac.uk/,-1.76517,53.791203,0,0,0,1
University of Essex,http://www.essex.ac.uk/,0.945343,51.873971,0,0,0,1
University of Kent,https://www.kent.ac.uk/,1.070696,51.297927,0,0,0,1
University of Lincoln,http://www.lincoln.ac.uk/home/,-0.548055,53.228171,0,0,0,1
University of Northampton,http://www.northampton.ac.uk/,-0.883724,52.272695,0,0,0,1
University of Salford,http://www.salford.ac.uk,-2.270651,53.483487,0,0,0,1
University of Southampton,http://www.southampton.ac.uk/,-1.398014,50.93447,0,0,0,1
University of Strathclyde,http://www.strath.ac.uk/,-4.244616,55.862292,0,0,0,1
University of Surrey,http://www.surrey.ac.uk,-0.592574,51.241843,0,0,0,1
University of Ulster,Not given,-6.67609,55.151273,0,0,0,1
University of Warwick,https://warwick.ac.uk/,-1.560201,52.379507,0,0,0,1
University of the West of England,http://www.uwe.ac.uk/,-2.547317,51.499838,0,0,0,1
VCE Mobile & Personal Comm Ltd,Not given,-1.058697,51.281422,0,0,0,1
Veolia Environmental Services,http://www.veolia.com/anz/,-0.120233,51.531162,0,0,0,1
Victoria and Albert Museum,http://www.vam.ac.uk/,-0.172155,51.496849,0,0,0,1
Vodafone,http://vodafone.com,-1.319756,51.415867,0,0,0,1
W R C Plc,Not given,-1.832066,51.5459,0,0,0,1
WRAP,http://www.wrap.org.uk/,-1.340379,52.061701,0,0,0,1
Watershed Media Centre,Not given,-2.598098,51.451832,0,0,0,1
We Predict Ltd,Not given,-3.932479,51.619982,0,0,0,1
Wessex Water Services Ltd,Not given,-2.319639,51.364831,0,0,0,1
Western Power Distribution,http://www.westernpower.co.uk/,-2.566494,51.448781,0,0,0,1
Willis Limited,Not given,-0.081531,51.512775,0,0,0,1
Wiltshire Council,https://www.wiltshire.gov.uk,-2.114915,51.461039,0,0,0,1
York Archaeological Trust,Not given,-1.077137,53.961515,0,0,0,1
York Museums Trust,Not given,-1.089497,53.962026,0,0,0,1
York St John University,https://www.yorksj.ac.uk/,-1.081047,53.965691,0,0,0,1
Yorkshire Water,https://www.yorkshirewater.com/,-1.507344,53.77979,0,0,0,1
Zeeko Ltd,Not given,-1.368293,52.729204,0,0,0,1
Zenotech,https://zenotech.com/,-2.68203,51.636927,0,0,0,1
e2v technologies plc,Not given,0.456242,51.731755,0,0,0,1
mVCE,Not given,-1.089206,51.262193,0,0,0,1
